cfg,test,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10
a7c3e3dfb4a7,perf_math_matmul,165909,165911,165935,165936,165918,165909,165909,165908,165918,165909
8ca8ec406870,perf_math_matmul,166971,166954,166971,166987,166971,166970,166957,166949,166945,166946
f64b7665717f,perf_math_matmul,151550,151506,151543,151550,151509,151507,151509,151509,151505,151506
601c61300532,perf_math_matmul,151554,151522,151523,151526,151521,151568,151526,151569,151519,151528
689560602203,perf_math_matmul,303351,303351,303350,303355,303351,303353,303357,303352,303352,303351
8e477bde675e,perf_math_matmul,369915,369909,369914,369911,369913,369912,369915,369911,369911,369915
d317bb7b86a4,perf_math_matmul,436468,436470,436469,436466,436485,436467,436484,436465,436466,436484
9edf23d6f7fd,perf_math_matmul,505065,505074,505068,505071,505076,505073,505070,505071,505072,505079
5d79925a6d83,perf_math_matmul,569609,569591,569597,569604,569596,569592,569591,569604,569597,569592
84658d474db0,perf_math_matmul,505076,505072,505068,505076,505069,505076,505074,505073,505067,505066
986a28abc768,perf_math_matmul,436468,436467,436466,436487,436466,436469,436465,436471,436469,436466
61939221bf31,perf_math_matmul,369910,369911,369917,369913,369912,369912,369910,369915,369911,369916
1165bf3fc937,perf_math_matmul,303355,303352,303352,303361,303360,303353,303358,303353,303350,303352
729f7166198b,perf_math_matmul,239845,239843,239843,239845,239848,239842,239844,239843,239845,239846
4abd68d31345,perf_math_matmul,136181,136181,136181,136181,136181,136181,136181,136181,136181,136181
d5bc184ab6ca,perf_math_matmul,136451,136451,136451,136451,136451,136451,136451,136451,136451,136451
6702d7909389,perf_math_matmul,153657,153657,153657,153657,153657,153657,153657,153657,153657,153657
e0f4fdc18159,perf_math_matmul,168987,168993,168987,168987,168993,168987,168987,168987,168987,168987
4ca29399a02b,perf_math_matmul,184349,184349,184349,184349,184349,184349,184349,184349,184349,184349
3d7e00661ec4,perf_math_matmul,184373,184373,184373,184373,184406,184373,184373,184373,184373,184373
e6778a09e6a4,perf_math_matmul,168990,168990,168990,168990,168990,168990,168990,168990,168990,168990
e9d264c23687,perf_math_matmul,168987,168988,168987,168987,168987,168987,168987,168992,168987,168987
c49c48b73153,perf_math_matmul,153657,153657,153657,153657,153657,153657,153657,153657,153657,153657
c36ade6837e4,perf_math_matmul,136181,136181,136181,136181,136181,136172,136181,136181,136181,136181
cf614ee658e7,perf_math_matmul,118129,118129,118129,118129,118076,118076,118129,118076,118076,118253
995b31d821d9,perf_math_matmul,699716,699728,699714,699709,699719,699695,699718,699721,699705,699720
31625b661623,perf_math_matmul,756049,756043,756048,756040,756060,756057,756061,756049,756058,756059
738deb42d10c,perf_math_matmul,812397,812394,812398,812388,812391,812390,812390,812398,812394,812401
65ea59cd1925,perf_math_matmul,868697,868712,868714,868686,868701,868705,868694,868685,868711,868707
ebef2afb55f5,perf_math_matmul,925065,925064,925069,925059,925055,925062,925063,925071,925051,925059
09a4df6bf864,perf_math_matmul,868699,868698,868688,868693,868697,868683,868690,868712,868679,868693
eec4cfc5b9a5,perf_math_matmul,812401,812409,812385,812391,812394,812384,812400,812394,812411,812407
e06b7dbddd6a,perf_math_matmul,756053,756045,756041,756061,756049,756047,756053,756052,756044,756052
96c8a12a4387,perf_math_matmul,699721,699715,699711,699715,699710,699711,699717,699714,699713,699700
dff95a68f26a,perf_math_matmul,185567,185569,185567,185569,185567,185569,185567,185564,185569,185567
6e24224d5a5e,perf_math_matmul,258288,258284,258286,258285,258284,258284,258287,258283,258288,258288
112db9dcf3e4,perf_math_matmul,327953,327949,327947,327958,327949,327950,327937,327946,327947,327958
070ff4541c5a,perf_math_matmul,217327,217331,217325,217331,217336,217336,217333,217333,217322,217334
f8c58886c237,perf_math_matmul,402691,402698,402692,402687,402682,402696,402695,402689,402695,402694
a88c539ba999,perf_math_matmul,261365,261366,261366,261365,261369,261368,261366,261376,261365,261376
62e3bdc2f41d,perf_math_matmul,474484,474483,474500,474486,474495,474494,474493,474500,474481,474491
8b261f2149d3,perf_math_matmul,307498,307481,307487,307479,307485,307487,307488,307479,307483,307479
2e6b89cd88c2,perf_math_matmul,350542,350543,350547,350547,350548,350551,350552,350543,350547,350543
52329bbaadbc,perf_math_matmul,397526,397524,397572,397550,397561,397561,397558,397555,397559,397570
b89000c67721,perf_math_matmul,350547,350547,350541,350548,350551,350542,350547,350547,350543,350539
c264cb51468b,perf_math_matmul,307493,307489,307485,307482,307482,307477,307478,307489,307483,307489
c93d89bb2f7a,perf_math_matmul,402693,402696,402697,402697,402696,402692,402687,402693,402696,402695
dc4ace26ce10,perf_math_matmul,261372,261363,261367,261365,261376,261376,261373,261374,261372,261365
ae171e2476fe,perf_math_matmul,327943,327947,327949,327941,327949,327955,327950,327948,327961,327944
5b975e6d5e69,perf_math_matmul,217326,217328,217327,217322,217331,217322,217334,217332,217325,217336
5a566991114f,perf_math_matmul,258289,258288,258284,258288,258287,258285,258288,258285,258285,258286
f56703eb6940,perf_math_matmul,168174,168178,168171,168165,168164,168172,168163,168169,168162,168162
5861db699dcb,perf_math_matmul,185569,185569,185569,185569,185565,185567,185569,185569,185569,185569
4081a21e4a67,perf_math_matmul,118142,118142,118352,118087,118142,118142,118142,118142,118142,118142
31010125f18f,perf_math_matmul,215261,215260,215265,215260,215261,215261,215259,215261,215261,215261
419ee13ce138,perf_math_matmul,270638,270639,270629,270627,270629,270629,270639,270639,270639,270639
255c299bc3a2,perf_math_matmul,328939,328939,328939,328939,328939,328939,328939,328938,328939,328939
b98d83ad81e2,perf_math_matmul,387307,387307,387307,387307,387307,387307,387307,387307,387306,387307
9028e3e8b97b,perf_math_matmul,446696,446700,446699,446699,446689,446693,446697,446694,446699,446693
e9f166a0fd8e,perf_math_matmul,387307,387310,387307,387307,387307,387307,387307,387307,387307,387307
6aeedef31cd2,perf_math_matmul,328939,328939,328939,328938,328938,328939,328939,328938,328938,328939
3035df492a25,perf_math_matmul,270630,270635,270646,270640,270639,270616,270639,270639,270639,270639
0685e88b8a73,perf_math_matmul,215259,215260,215261,215260,215260,215261,215260,215261,215261,215261
09c023a5df89,perf_math_matmul,158047,158062,158046,158047,158046,158047,158057,158057,158057,158047
ac2a519740bc,perf_math_matmul,229533,228832,228606,229752,229033,228606,229755,229544,228372,228372
3a4b02482888,perf_math_matmul,279961,279962,279958,279956,279958,279961,279956,279958,279959,279958
4bbab7d7187b,perf_math_matmul,328140,328139,328141,328147,328143,328143,328144,328145,328144,328142
91f898077162,perf_math_matmul,378262,378282,378271,378276,378256,378265,378265,378267,378254,378268
826730227598,perf_math_matmul,426512,426511,426512,426510,426511,426511,426511,426511,426512,426510
a198457332a8,perf_math_matmul,378263,378263,378269,378243,378259,378263,378260,378250,378275,378262
b76fe2a26a94,perf_math_matmul,328143,328139,328141,328138,328139,328138,328139,328141,328141,328143
6f2d513a14ef,perf_math_matmul,279958,279959,279962,279958,279957,279958,279958,279959,279964,279958
3003d99ae0ae,perf_math_matmul,229752,228964,229237,229752,229151,228284,229387,228995,229755,229604
622d5fb7886c,perf_math_matmul,180574,180578,181400,181014,180574,180575,180575,180575,180574,181571
ad4c6d9151bf,perf_math_matmul,118208,118208,118208,118033,118208,118208,118208,118033,118256,118303
25a3efa2fcf5,perf_math_matmul,118157,118157,118081,118320,118320,118320,118157,118157,118157,118157
e50e4040030a,perf_math_matmul,123930,123934,123934,123934,123930,123930,123930,123930,123934,123930
0dca66c7c9d1,perf_math_matmul,118229,118320,118320,118157,118320,118157,118081,118157,118157,118320
76124a4ce84a,perf_math_matmul,118033,118208,118303,118303,118033,118208,118208,118033,118208,118208
e3b1a8552b79,perf_math_matmul,271664,271664,271652,271670,271673,271680,271669,271672,271659,271667
aa03d21b2d3a,perf_math_matmul,329961,329961,329960,329961,329961,329959,329959,329961,329961,329960
d41d1fa11bdb,perf_math_matmul,388330,388327,388328,388326,388327,388328,388326,388329,388328,388328
ab05d92fb639,perf_math_matmul,454871,454865,454878,454870,454866,454876,454877,454871,454871,454871
af9f4bcbf6ef,perf_math_matmul,504045,504045,504045,504045,504045,504045,504045,504045,504045,504045
cae0bdb8fb23,perf_math_matmul,454877,454878,454872,454875,454881,454872,454877,454872,454869,454870
b117a3b7885c,perf_math_matmul,388328,388327,388327,388329,388328,388327,388331,388328,388326,388327
ab489c886471,perf_math_matmul,329960,329960,329961,329959,329961,329958,329958,329962,329961,329960
6a3e84f35e42,perf_math_matmul,271656,271672,271670,271684,271662,271681,271668,271673,271672,271674
b51ab099bb7b,perf_math_matmul,215270,215267,215267,215267,215270,215267,215267,215267,215267,215267
eb1e271506d8,perf_math_matmul,118237,118190,118117,118117,118117,118117,118190,118117,118218,118190
6f00909cb27e,perf_math_matmul,118167,118286,118167,118286,118286,118286,118286,118167,118286,118286
e180457380aa,perf_math_matmul,123933,123933,123933,123935,123933,123933,123933,123933,123933,123933
00dff8ed93e7,perf_math_matmul,169215,169221,169223,169220,169212,169214,169218,169216,169213,169216
d1e9ada55e01,perf_math_matmul,212260,212278,212279,212259,212264,212270,212261,212273,212276,212270
404e071728f9,perf_math_matmul,212262,212266,212271,212265,212270,212271,212269,212266,212263,212269
9ef0935e0315,perf_math_matmul,169212,169212,169216,169223,169213,169219,169213,169219,169223,169209
7e81b3d9f58d,perf_math_matmul,123933,123933,123935,123933,123933,123935,123935,123935,123935,123935
ec892a66064e,perf_math_matmul,118286,118286,118167,118167,118167,118167,118167,118286,118168,118286
f6afaf818466,perf_math_matmul,118190,118117,118117,118190,118190,118081,118117,118117,118190,118117
12e53f58218e,perf_math_matmul,118319,118319,118319,118348,118319,118367,118367,118319,118319,118319
74643ca5a711,perf_math_matmul,158069,158069,158069,158069,158069,158040,158069,158069,158069,158059
8ecde56d1b3a,perf_math_matmul,216276,216275,216277,216277,216276,216278,216278,216275,216277,216276
0b80f02ca1c2,perf_math_matmul,270631,270641,270646,270626,270644,270642,270628,270644,270644,270628
0d99be9ce6f1,perf_math_matmul,328939,328939,328939,328938,328938,328939,328939,328938,328939,328938
7a80bf0b152a,perf_math_matmul,328939,328939,328939,328938,328938,328938,328939,328938,328939,328939
3830388c44bf,perf_math_matmul,270642,270647,270649,270629,270644,270644,270628,270637,270644,270644
528511979451,perf_math_matmul,216276,216270,216277,216276,216277,216276,216278,216277,216276,216275
5cf6145d6b57,perf_math_matmul,158069,158040,158069,158085,158069,158040,158069,158069,158069,158069
64ca74e435fe,perf_math_matmul,118319,118319,118319,118367,118367,118319,118367,118348,118319,118160
f6bfaa5d5164,perf_math_matmul,143589,143590,143594,143596,143594,143590,143590,143594,143590,143589
f28b952a0660,perf_math_matmul,190709,190715,190708,190717,190708,190716,190708,190715,190708,190708
e73c02d32bdd,perf_math_matmul,241936,241929,241935,241925,241930,241939,241925,241923,241927,241933
e7b4623b7820,perf_math_matmul,286962,286965,286971,286967,286964,286962,286961,286970,286973,286973
e93d5415b5d3,perf_math_matmul,330026,330006,330011,330027,330023,330016,330007,330012,330008,330022
a5d016dce63b,perf_math_matmul,330011,330015,329998,330016,330015,330018,330011,330021,330012,330022
37997e836453,perf_math_matmul,286954,286962,286967,286956,286964,286956,286975,286956,286984,286963
5850544e676b,perf_math_matmul,241925,241927,241933,241925,241937,241933,241925,241927,241942,241923
d2c63a502a6e,perf_math_matmul,190715,190707,190715,190708,190708,190718,190712,190712,190707,190710
32c8921905d9,perf_math_matmul,143597,143592,143587,143597,143589,143584,143589,143585,143586,143590
7fb85cb206e6,perf_math_matmul,152545,152541,152541,152542,152542,152543,152575,152541,152544,152542
8ff3787d28fa,perf_math_matmul,165984,165957,165978,165980,165976,165976,165976,165978,165955,165954
b8b7421d5614,perf_math_matmul,182375,182209,182195,182232,182242,182372,182285,182340,182285,182198
b98f24a53ab5,perf_math_matmul,241193,241186,241192,241189,241193,241200,241212,241237,241191,241207
7d9fa268740a,perf_math_matmul,284978,284966,284982,284985,284982,284953,284997,284997,284963,284960
5d7068a1fc3e,perf_math_matmul,318994,318969,319001,319009,319000,318993,318979,318992,318968,318982
02e74b12444e,perf_math_matmul,285002,284964,284967,284982,284987,284971,284994,284983,284990,284991
027f91eea8e6,perf_math_matmul,241187,241185,241204,241204,241195,241181,241149,241186,241160,241206
dc057f33a309,perf_math_matmul,165978,165979,165955,165944,165971,165974,165970,165977,165979,165980
6f775ba806f7,perf_math_matmul,152540,152542,152558,152544,152541,152545,152541,152540,152542,152542
9940b1c97ef9,perf_math_matmul,118226,118308,118308,118308,118226,118218,118308,118308,118308,118230
6f317ae43a36,perf_math_matmul,129215,129215,129225,129215,129225,129225,129223,129226,129225,129215
e12b1ad8f9c5,perf_math_matmul,645477,645467,645501,645495,645513,645495,645493,645504,645488,645519
7269a595ed14,perf_math_matmul,697811,697811,697816,697810,697825,697815,697815,697820,697812,697816
3371ea54ad07,perf_math_matmul,750027,750041,750039,750011,750038,750014,750056,750021,750006,750050
34570976c5c7,perf_math_matmul,802258,802258,802262,802246,802244,802245,802248,802276,802260,802252
b525df8c9e71,perf_math_matmul,750041,750019,750014,750035,749987,750021,749999,749999,750014,750034
e236504bec52,perf_math_matmul,697813,697814,697810,697812,697806,697811,697821,697810,697819,697811
1cf23776ad88,perf_math_matmul,645482,645485,645478,645477,645495,645489,645483,645492,645489,645473
34d6be49b7e5,perf_math_matmul,118230,118308,118308,118308,118226,118226,118226,118180,118308,118226
03f7c8bb32ac,perf_math_matmul,150498,150498,150498,150498,150499,150499,150499,150498,150508,150482
b33672ec55aa,perf_math_matmul,165900,165899,165901,165899,165899,165901,165901,165901,165907,165899
71d28f56b196,perf_math_matmul,181303,181293,181316,181260,181284,181293,181316,181276,181293,181293
edb95d4e3bdb,perf_math_matmul,196631,196632,196636,196671,196675,196676,196626,196673,196675,196674
88380d675bdf,perf_math_matmul,212076,212021,212018,212073,212016,212019,212074,212073,212015,212019
934bc4b10443,perf_math_matmul,212019,212016,212069,212018,212073,212017,212020,212022,212017,212016
9370a4c0b1c8,perf_math_matmul,196142,196674,196674,196674,196628,196636,196675,196673,196676,196676
4e112affb425,perf_math_matmul,181293,181252,181316,181293,181273,181316,181287,181286,181316,181293
591bde56d203,perf_math_matmul,165899,165899,165899,165898,165904,165871,165903,165902,165893,165901
c45425273d1f,perf_math_matmul,150498,150498,150509,150509,150511,150499,150498,150498,150483,150509
0f57cb6b46e9,perf_math_matmul,638222,638230,638239,638239,638232,638230,638237,638244,638224,638227
6552b009f847,perf_math_matmul,715008,715000,715003,715005,715008,715006,715006,715004,715005,715002
96376017057a,perf_math_matmul,799993,800006,800000,799996,799991,799996,799998,799991,799997,799995
45786b6b45c4,perf_math_matmul,884986,884988,884993,884992,884988,884991,884990,884989,884990,884990
bda243e87ee2,perf_math_matmul,969984,969984,969987,969978,969986,969983,969986,969982,969980,969982
d7db6a8846f7,perf_math_matmul,884988,884987,884987,884992,884987,884991,884987,884988,884992,884991
41d312bb40e6,perf_math_matmul,799993,799995,799993,799996,800002,800000,799997,799994,799992,800000
995ad5e3975b,perf_math_matmul,715001,715000,715004,715005,715004,715010,715000,715007,715001,715006
a119335da2f0,perf_math_matmul,638234,638237,638238,638227,638229,638237,638237,638240,638228,638239
089175eb5915,perf_math_matmul,545022,545015,545017,545018,545028,545022,545021,545021,545021,545021
09fe7241d336,perf_math_matmul,184349,184331,184328,184328,184328,184328,184328,184328,184331,184328
