kernel_id,kind,kernel_path,status,case_id,lane,test,test_evidence,factory_ids,selection,kernel_or_factory_evidence,hardware
DF054,dataflow,ttnn/cpp/ttnn/operations/reduction/generic/device/kernels/dataflow/reader_unary_transpose_wh_interleaved_input_cols_partitioned_sharded.cpp,selected,SM015,common,tests/ttnn/nightly/unit_tests/operations/reduction/test_reduce.py::test_sharded_reduce_h[dtype=DataType.BFLOAT16-out_sharded-in0_sharded-N=8],tests/ttnn/nightly/unit_tests/operations/reduction/test_reduce.py:21,F098,"BF16 [8,1,64,2048], WIDTH_SHARDED input/output: sharded input-column transpose reader.",ttnn/cpp/ttnn/operations/reduction/generic/device/reduce_op_multi_core_h_program_factory.cpp:405,One device; see the test for core-grid requirements.
DF055,dataflow,ttnn/cpp/ttnn/operations/reduction/generic/device/kernels/dataflow/reader_unary_transpose_wh_universal_input_cols_partitioned.cpp,selected,SM001,common,tests/ttnn/unit_tests/gtests/test_reduction.cpp::ReductionSmoke.MeanReduceH,tests/ttnn/unit_tests/gtests/test_reduction.cpp:554,F098; DH011,"BF16 tiled [64,64], mean over H: interleaved H transpose reader and reduce.cpp.",ttnn/cpp/ttnn/operations/reduction/generic/device/reduce_op_multi_core_h_program_factory.cpp:443; ttnn/cpp/ttnn/operations/reduction/generic/device/welford_reduce_program_factory.cpp:315,One device; see the test for core-grid requirements.
DF056,dataflow,ttnn/cpp/ttnn/operations/reduction/moe/device/kernels/dataflow/writer_unary_interleaved.cpp,selected,SM017,common,tests/ttnn/unit_tests/operations/reduce/test_moe.py::test_moe[N=1-C=1-H=32-W=64-k=32-E=8-e=2-BFLOAT16_B],tests/ttnn/unit_tests/operations/reduce/test_moe.py:72,F101,"Smallest existing MoE numerical shape: [1,1,32,64], eight experts, two selected.",ttnn/cpp/ttnn/operations/reduction/moe/device/moe_program_factory.cpp:257,One device; see the test for core-grid requirements.
DF057,dataflow,ttnn/cpp/ttnn/operations/reduction/sampling/device/kernels/dataflow/writer_interleaved.cpp,selected,SM004,common,tests/ttnn/unit_tests/gtests/test_reduction.cpp::ReductionSmoke.SamplingGreedyTopK1,tests/ttnn/unit_tests/gtests/test_reduction.cpp:1392,F102,"32 users, width 64, top-k=1: deterministic sampled indices. Sampling still runs its MAX/SUM softmax helpers.",ttnn/cpp/ttnn/operations/reduction/sampling/device/sampling_program_factory.cpp:30,One device; see the test for core-grid requirements.
DF058,dataflow,ttnn/cpp/ttnn/operations/transformer/sdpa/device/kernels/dataflow/exp_ring_joint_writer.cpp,selected,SM074,blackhole-galaxy,models/tt_dit/tests/unit/test_exp_ring_joint_attention.py::test_exp_ring_joint_sdpa_dit_bh_glx_custom[{arch}-1x4-ring],models/tt_dit/tests/unit/test_exp_ring_joint_attention.py:389,DH012,"Smallest fixed experimental ring-joint SDPA case: 1x4 submesh, sequence8960,10heads; five numerical iterations.",ttnn/cpp/ttnn/operations/transformer/sdpa/device/exp_ring_joint_sdpa_program_factory.cpp:1519; ttnn/cpp/ttnn/operations/transformer/sdpa/device/exp_ring_joint_sdpa_program_factory.cpp:1548,Blackhole Galaxy cluster required by upstream marker; test opens a 1x4 submesh.
DF059,dataflow,ttnn/cpp/ttnn/operations/transformer/sdpa/device/kernels/dataflow/joint_writer.cpp,selected,SM062,common,tests/ttnn/nightly/unit_tests/operations/sdpa/test_sdpa_joint.py::test_joint_sdpa[d128-seq_len=15-joint_seq_len=19-nh1-b1-k128-q32-bfp8],tests/ttnn/nightly/unit_tests/operations/sdpa/test_sdpa_joint.py:141,DH013,"Smallest joint SDPA shape: sequence15 + joint19, one head and one batch.",ttnn/cpp/ttnn/operations/transformer/sdpa/device/joint_sdpa_program_factory.cpp:572,One device; see the test for core-grid requirements.
DF060,dataflow,ttnn/cpp/ttnn/operations/transformer/sdpa/device/kernels/dataflow/ring_joint_writer.cpp,selected,SM073,wormhole-t3k,tests/nightly/t3000/ccl/test_ring_joint_attention.py::test_ring_joint_sdpa_multi_batch_wh_t3k[{arch}-2x4-line],tests/nightly/t3000/ccl/test_ring_joint_attention.py:213,DH015,Existing numerical multi-batch ring-joint SDPA case on T3K.,ttnn/cpp/ttnn/operations/transformer/sdpa/device/ring_joint_sdpa_program_factory.cpp:2637,"Eight Wormhole devices, 2x4 T3K mesh."
DF061,dataflow,ttnn/cpp/ttnn/operations/transformer/sdpa/device/kernels/dataflow/sparse_sdpa_msa_writer.cpp,selected,SM064,blackhole,tests/ttnn/unit_tests/operations/sdpa/test_sparse_sdpa_msa.py::test_msa_native_pcc_random_selection,tests/ttnn/unit_tests/operations/sdpa/test_sparse_sdpa_msa.py:75,DH017,"Native MSA sparse SDPA random selection, H=16,S=8,topk=16; compares device output with golden.",ttnn/cpp/ttnn/operations/transformer/sdpa/device/sparse_sdpa_msa_program_factory.cpp:244,One Blackhole device.
DF062,dataflow,ttnn/cpp/ttnn/operations/transformer/sdpa/device/kernels/dataflow/sparse_sdpa_writer.cpp,selected,SM063,blackhole,tests/ttnn/unit_tests/operations/sdpa/test_sparse_sdpa.py::test_sparse_sdpa_pcc_single_chunk[-all_valid],tests/ttnn/unit_tests/operations/sdpa/test_sparse_sdpa.py:255,DH018,Single-chunk sparse SDPA with all indices valid; PCC against a golden reference.,ttnn/cpp/ttnn/operations/transformer/sdpa/device/sparse_sdpa_program_factory.cpp:273,One Blackhole device.
DF063,dataflow,ttnn/cpp/ttnn/operations/transformer/sdpa/device/kernels/dataflow/writer_interleaved.cpp,selected,SM060,common,tests/ttnn/unit_tests/operations/sdpa/test_sdpa_prefill.py::test_sdpa_with_attention_sink[b=1-nh=8-nkv=1-s=256-d=32-k128-q32-causal-bf16],tests/ttnn/unit_tests/operations/sdpa/test_sdpa_prefill.py:754,DH014; DH016,"Standard SDPA, small causal BF16 sequence 256, head_dim 32; numerical check includes attention sink.",ttnn/cpp/ttnn/operations/transformer/sdpa/device/ring_distributed_sdpa_program_factory.cpp:499; ttnn/cpp/ttnn/operations/transformer/sdpa/device/sdpa_program_factory.cpp:1429,One device; see the test for core-grid requirements.
DF064,dataflow,ttnn/cpp/ttnn/operations/transformer/sdpa_decode/device/kernels/dataflow/writer_decode_all.cpp,selected,SM061,common,"tests/ttnn/unit_tests/operations/sdpa/test_sdpa_decode.py::test_sdpa_decode_sliding_window[cur_pos_tensor-b=4-nh=8-nkv=1-s=1024-d=128-grid_size=(8, 4)-sliding_window_size=128-kv_bfp8_q_bf16]",tests/ttnn/unit_tests/operations/sdpa/test_sdpa_decode.py:369,DH019,"Decode SDPA, batch 4, sequence 1024, head_dim128, 8x4 grid, sliding window128.",ttnn/cpp/ttnn/operations/transformer/sdpa_decode/device/sdpa_decode_program_factory.cpp:804,One device; see the test for core-grid requirements.
DF065,dataflow,ttnn/ttnn/operations/examples/compute_fusion/program_descriptor_with_inline_kernels.py,selected,SM055,common,tests/ttnn/unit_tests/operations/examples/test_compute_fusion.py::test_compute_fusion_correctness,tests/ttnn/unit_tests/operations/examples/test_compute_fusion.py:140,F111,"Inline reduce+reciprocal correctness scenario; two fixed tile counts, fused/unfused variants.",ttnn/ttnn/operations/examples/compute_fusion/program_descriptor_with_inline_kernels.py:384,One device; see the test for core-grid requirements.
DF066,dataflow,ttnn/ttnn/operations/examples/reduce_accumulate/program_descriptor_with_inline_kernels.py,selected,SM056,common,tests/ttnn/unit_tests/operations/examples/test_reduce_accumulate.py::test_reduce_accumulate_correctness,tests/ttnn/unit_tests/operations/examples/test_reduce_accumulate.py:164,F112,"Inline helper variant, row reduction, BF16 accumulation; four fixed tile counts.",ttnn/ttnn/operations/examples/reduce_accumulate/program_descriptor_with_inline_kernels.py:317,One device; see the test for core-grid requirements.
DF067,dataflow,ttnn/ttnn/operations/examples/row_reduce_accumulate/program_descriptor_with_inline_kernels.py,selected,SM057,common,tests/ttnn/unit_tests/operations/examples/test_row_reduce_accumulate.py::test_row_reduce_accumulate_correctness,tests/ttnn/unit_tests/operations/examples/test_row_reduce_accumulate.py:184,F114,"Inline reduce_fold method, BF16 input/accumulation, positive inputs; six fixed tile counts.",ttnn/ttnn/operations/examples/row_reduce_accumulate/program_descriptor_with_inline_kernels.py:397,One device; see the test for core-grid requirements.
DF068,dataflow,ttnn/ttnn/operations/toy_variance/kernels/reader.cpp,selected,SM058,common,tests/ttnn/unit_tests/operations/toy_variance/test_toy_variance.py::test_toy_variance[variance-W=256_aligned],tests/ttnn/unit_tests/operations/toy_variance/test_toy_variance.py:42,F116,"Interleaved toy variance, aligned width 256.",ttnn/ttnn/operations/toy_variance/toy_variance_program_artifacts.py:169,One device; see the test for core-grid requirements.
DF069,dataflow,ttnn/ttnn/operations/toy_variance/kernels/sharded_reader.cpp,selected,SM059,common,tests/ttnn/unit_tests/operations/toy_variance/test_toy_variance.py::test_toy_variance_width_sharded[variance-P=2_W=64_one_tile_each],tests/ttnn/unit_tests/operations/toy_variance/test_toy_variance.py:124,F117,"Sharded toy variance, two cores on one device, width 64 (one tile per core).",ttnn/ttnn/operations/toy_variance/toy_variance_sharded_program_artifacts.py:198,One device; see the test for core-grid requirements.
DP001,manual auxiliary reader,ttnn/cpp/ttnn/operations/experimental/kda/prepare_chunk_recurrence/device/kernels/dataflow/reader_prepare_chunk_recurrence.cpp,selected,SM051,blackhole,tests/ttnn/nightly/unit_tests/operations/experimental/kda/test_prepare_chunk_recurrence.py::test_prepare_chunk_recurrence_contract_accuracy_and_determinism[unit-h2-n4-k32-v64],tests/ttnn/nightly/unit_tests/operations/experimental/kda/test_prepare_chunk_recurrence.py:315,F042,"Small KDA contract case: 2 heads, 4 chunks, K=32,V=64; output and determinism checked.",ttnn/cpp/ttnn/operations/experimental/kda/prepare_chunk_recurrence/device/prepare_chunk_recurrence_program_factory.cpp:145,One Blackhole device.
DP002,manual auxiliary reader,ttnn/cpp/ttnn/operations/moreh/moreh_clip_grad_norm/moreh_clip_grad_norm_step1/device/kernels/reader_moreh_clip_grad_norm_step1.cpp,selected,SM020,common,"tests/ttnn/nightly/unit_tests/operations/moreh/test_moreh_clip_grad_norm.py::test_moreh_clip_grad_norm[num_parameters=32-norm_type=2.0-max_norm=2.0-range_of_wt=(1, 4)-range_of_ht=(1, 4)-range_of_c=(1, 4)-range_of_n=(1, 4)-range_of_padding=(0, 21, 10)-num_iters_of_each_case=2]",tests/ttnn/nightly/unit_tests/operations/moreh/test_moreh_clip_grad_norm.py:30,F057,"Smallest existing clip-grad case, p=2, max_norm=2; step1 plus subsequent steps are checked. Contains two internal repetitions.",ttnn/cpp/ttnn/operations/moreh/moreh_clip_grad_norm/moreh_clip_grad_norm_step1/device/moreh_clip_grad_norm_step1_program_factory.cpp:29,One device; see the test for core-grid requirements.
DP003,manual auxiliary reader,ttnn/cpp/ttnn/operations/moreh/moreh_group_norm/device/kernels/dataflow/reader_moreh_group_norm_large.cpp,selected,SM023,common,tests/ttnn/nightly/unit_tests/operations/moreh/test_moreh_normalization_reduce_boundaries.py::test_moreh_group_norm_reduce_boundaries[fp32_dest_acc_en=False-affine=True-groups=1-large],tests/ttnn/nightly/unit_tests/operations/moreh/test_moreh_normalization_reduce_boundaries.py:18,F059,"Groupnorm large algorithm; N=2,C=4,groups=1,H=W=500, affine and statistics checked; direct case avoids the upstream helper’s unconditional skip.",ttnn/cpp/ttnn/operations/moreh/moreh_group_norm/device/moreh_group_norm_program_factory.cpp:208,One device; see the test for core-grid requirements.
DP004,manual auxiliary reader,ttnn/cpp/ttnn/operations/moreh/moreh_group_norm/device/kernels/dataflow/reader_moreh_group_norm_small.cpp,selected,SM022,common,tests/ttnn/nightly/unit_tests/operations/moreh/test_moreh_normalization_reduce_boundaries.py::test_moreh_group_norm_reduce_boundaries[fp32_dest_acc_en=False-affine=True-groups=1-small],tests/ttnn/nightly/unit_tests/operations/moreh/test_moreh_normalization_reduce_boundaries.py:18,F059,"Groupnorm small algorithm; N=2,C=4,groups=1,H=W=23, affine and statistics checked; direct case avoids the upstream helper’s unconditional skip.",ttnn/cpp/ttnn/operations/moreh/moreh_group_norm/device/moreh_group_norm_program_factory.cpp:210,One device; see the test for core-grid requirements.
DP005,manual auxiliary reader,ttnn/cpp/ttnn/operations/moreh/moreh_group_norm_backward/device/gamma_beta_grad/kernels/dataflow/reader_moreh_group_norm_backward_gamma_beta_grad.cpp,selected,SM024,common,"tests/ttnn/nightly/unit_tests/operations/moreh/test_moreh_group_norm.py::test_moreh_group_norm_backward[beta_requires_grad=True-gamma_requires_grad=True-input_requires_grad=True-affine=True-eps=1e-05-HW=[23, 23]-C_num_groups=[4, 1]-N=2]",tests/ttnn/nightly/unit_tests/operations/moreh/test_moreh_group_norm.py:474,F060,"Small groupnorm backward, all gradients enabled: gamma/beta kernel plus small input-grad kernel.",ttnn/cpp/ttnn/operations/moreh/moreh_group_norm_backward/device/gamma_beta_grad/moreh_group_norm_backward_gamma_beta_grad_factory.cpp:182,One device; see the test for core-grid requirements.
DP006,manual auxiliary reader,ttnn/cpp/ttnn/operations/moreh/moreh_group_norm_backward/device/input_grad/kernels/dataflow/reader_moreh_group_norm_backward_input_grad_large.cpp,selected,SM025,common,"tests/ttnn/nightly/unit_tests/operations/moreh/test_moreh_group_norm.py::test_moreh_group_norm_backward_large_algorithm[beta_requires_grad=False-gamma_requires_grad=False-input_requires_grad=True-affine=False-eps=1e-05-HW=[500, 500]-C_num_groups=[4, 1]-N=2]",tests/ttnn/nightly/unit_tests/operations/moreh/test_moreh_group_norm.py:622,F061,"Dedicated large groupnorm backward case; input gradient only, H=W=500.",ttnn/cpp/ttnn/operations/moreh/moreh_group_norm_backward/device/input_grad/moreh_group_norm_backward_input_grad_factory.cpp:208,One device; see the test for core-grid requirements.
DP007,manual auxiliary reader,ttnn/cpp/ttnn/operations/moreh/moreh_group_norm_backward/device/input_grad/kernels/dataflow/reader_moreh_group_norm_backward_input_grad_small.cpp,selected,SM024,common,"tests/ttnn/nightly/unit_tests/operations/moreh/test_moreh_group_norm.py::test_moreh_group_norm_backward[beta_requires_grad=True-gamma_requires_grad=True-input_requires_grad=True-affine=True-eps=1e-05-HW=[23, 23]-C_num_groups=[4, 1]-N=2]",tests/ttnn/nightly/unit_tests/operations/moreh/test_moreh_group_norm.py:474,F061,"Small groupnorm backward, all gradients enabled: gamma/beta kernel plus small input-grad kernel.",ttnn/cpp/ttnn/operations/moreh/moreh_group_norm_backward/device/input_grad/moreh_group_norm_backward_input_grad_factory.cpp:210,One device; see the test for core-grid requirements.
DP008,manual auxiliary reader,ttnn/cpp/ttnn/operations/moreh/moreh_layer_norm/device/kernels/reader_moreh_layer_norm_large.cpp,selected,SM027,common,"tests/ttnn/nightly/unit_tests/operations/moreh/test_moreh_layer_norm.py::test_moreh_layer_norm_compute_kernel_options[fp32_dest_acc_en=False-input_shape_normalized_dims=([4, 8, 111, 113], 4)-elementwise_affine=False-bfloat16-0.05]",tests/ttnn/nightly/unit_tests/operations/moreh/test_moreh_layer_norm.py:577,F062,"Layernorm large reader: all four dimensions normalized, 512 inner tiles exceed resident buffers.",ttnn/cpp/ttnn/operations/moreh/moreh_layer_norm/device/moreh_layer_norm_program_factory.cpp:260,One device.
DP009,manual auxiliary reader,ttnn/cpp/ttnn/operations/moreh/moreh_layer_norm/device/kernels/reader_moreh_layer_norm_small.cpp,selected,SM026,common,"tests/ttnn/nightly/unit_tests/operations/moreh/test_moreh_layer_norm.py::test_moreh_layer_norm[input_shape_normalized_dims=([1, 20], 1)-elementwise_affine=False-bfloat16-1e-5]",tests/ttnn/nightly/unit_tests/operations/moreh/test_moreh_layer_norm.py:477,F062,"Layernorm small reader; [1,20], one normalized dimension.",ttnn/cpp/ttnn/operations/moreh/moreh_layer_norm/device/moreh_layer_norm_program_factory.cpp:261,One device.
DP010,manual auxiliary reader,ttnn/cpp/ttnn/operations/moreh/moreh_layer_norm_backward/device/kernels/reader_moreh_layer_norm_backward_gamma_beta_grad.cpp,selected,SM028,wormhole,"tests/ttnn/nightly/unit_tests/operations/moreh/test_moreh_layer_norm.py::test_moreh_layer_norm_backward[input_shape_normalized_dims=([2, 20, 30], 1)-elementwise_affine=True-bfloat16-1e-5]",tests/ttnn/nightly/unit_tests/operations/moreh/test_moreh_layer_norm.py:511,F063,Layernorm backward with width normalization and affine gradients; exercises the parameter H reduction and small input-gradient kernel.,ttnn/cpp/ttnn/operations/moreh/moreh_layer_norm_backward/device/moreh_layer_norm_backward_gamma_beta_grad_program_factory.cpp:213,One Wormhole device; upstream Moreh layernorm backward tests skip Blackhole.
DP011,manual auxiliary reader,ttnn/cpp/ttnn/operations/moreh/moreh_layer_norm_backward/device/kernels/reader_moreh_layer_norm_backward_input_grad_large.cpp,selected,SM029,wormhole,"tests/ttnn/nightly/unit_tests/operations/moreh/test_moreh_layer_norm.py::test_moreh_layer_norm_backward_large_algorithm[fp32_dest_acc_en=False-[1,2,500,1000]-normalized_dims=2-elementwise_affine=False-bfloat16-1e-5]",tests/ttnn/nightly/unit_tests/operations/moreh/test_moreh_layer_norm.py:869,F064,"Dedicated layernorm large backward [1,2,500,1000]; input gradient, two normalized dimensions.",ttnn/cpp/ttnn/operations/moreh/moreh_layer_norm_backward/device/moreh_layer_norm_backward_input_grad_program_factory.cpp:254,One Wormhole device; upstream Moreh layernorm backward tests skip Blackhole.
DP012,manual auxiliary reader,ttnn/cpp/ttnn/operations/moreh/moreh_layer_norm_backward/device/kernels/reader_moreh_layer_norm_backward_input_grad_small.cpp,selected,SM028,wormhole,"tests/ttnn/nightly/unit_tests/operations/moreh/test_moreh_layer_norm.py::test_moreh_layer_norm_backward[input_shape_normalized_dims=([2, 20, 30], 1)-elementwise_affine=True-bfloat16-1e-5]",tests/ttnn/nightly/unit_tests/operations/moreh/test_moreh_layer_norm.py:511,F064,Layernorm backward with width normalization and affine gradients; exercises the parameter H reduction and small input-gradient kernel.,ttnn/cpp/ttnn/operations/moreh/moreh_layer_norm_backward/device/moreh_layer_norm_backward_input_grad_program_factory.cpp:256,One Wormhole device; upstream Moreh layernorm backward tests skip Blackhole.
DP013,manual auxiliary reader,ttnn/cpp/ttnn/operations/moreh/moreh_linear_backward/device/kernels/reader_moreh_bias_backward_hw.cpp,selected,SM031,common,"tests/ttnn/nightly/unit_tests/operations/moreh/test_moreh_linear.py::test_moreh_linear_backward[BFP16-fp32_dest_acc_en=False-requires_bias_grad=True-requires_grads=(True, False)-shapes=([31, 31], [30, 31], [1, 1], [31, 30])]",tests/ttnn/nightly/unit_tests/operations/moreh/test_moreh_linear.py:352,F066,Scalar bias gradient: reduce H and W.,ttnn/cpp/ttnn/operations/moreh/moreh_linear_backward/device/moreh_linear_backward_single_core_program_factory.cpp:172,One device; see the test for core-grid requirements.
DP014,manual auxiliary reader,ttnn/cpp/ttnn/operations/moreh/moreh_norm/device/ord_other/moreh_norm_h/kernels/reader_moreh_norm_h.cpp,selected,SM033,common,"tests/ttnn/nightly/unit_tests/operations/moreh/test_moreh_norm.py::test_moreh_norm[is_linalg_vector_norm=False-ttnn_dtype=DataType.BFLOAT16-keepdim=True-input_shape=[32, 32]-N-p=0.0]",tests/ttnn/nightly/unit_tests/operations/moreh/test_moreh_norm.py:394,F068,"BF16 rank-2 [32,32], p=0.0, dim=0. Upstream IDs N/C mean dim 0/1 here, therefore H/W; ord_other kernel.",ttnn/cpp/ttnn/operations/moreh/moreh_norm/device/ord_other/moreh_norm_program_factory_h_other.cpp:155,One device; see the test for core-grid requirements.
DP015,manual auxiliary reader,ttnn/cpp/ttnn/operations/moreh/moreh_norm/device/ord_other/moreh_norm_w/kernels/reader_moreh_norm_w.cpp,selected,SM034,common,"tests/ttnn/nightly/unit_tests/operations/moreh/test_moreh_norm.py::test_moreh_norm[is_linalg_vector_norm=False-ttnn_dtype=DataType.BFLOAT16-keepdim=True-input_shape=[32, 32]-C-p=0.0]",tests/ttnn/nightly/unit_tests/operations/moreh/test_moreh_norm.py:394,F069,"BF16 rank-2 [32,32], p=0.0, dim=1. Upstream IDs N/C mean dim 0/1 here, therefore H/W; ord_other kernel.",ttnn/cpp/ttnn/operations/moreh/moreh_norm/device/ord_other/moreh_norm_program_factory_w_other.cpp:160,One device; see the test for core-grid requirements.
DP016,manual auxiliary reader,ttnn/cpp/ttnn/operations/moreh/moreh_softmax_backward/device/kernels/reader_moreh_softmax_backward_h_large.cpp,selected,SM040,common,"tests/ttnn/nightly/unit_tests/operations/moreh/test_moreh_softmax.py::test_softmax_backward_callback[dtype=DataType.BFLOAT16-shape_dim_strategy=[[32, 32], 0, MorehSoftmaxBackwardOpParallelizationStrategy.LARGE_H]]",tests/ttnn/nightly/unit_tests/operations/moreh/test_moreh_softmax.py:471,F074,"Explicit Moreh softmax backward strategy LARGE_H, BF16 [32,32].",ttnn/cpp/ttnn/operations/moreh/moreh_softmax_backward/device/softmax_backward_h_large/softmax_backward_h_large.cpp:71,One device; see the test for core-grid requirements.
DP017,manual auxiliary reader,ttnn/cpp/ttnn/operations/moreh/moreh_softmax_backward/device/kernels/reader_moreh_softmax_backward_h.cpp,selected,SM039,common,"tests/ttnn/nightly/unit_tests/operations/moreh/test_moreh_softmax.py::test_softmax_backward_callback[dtype=DataType.BFLOAT16-shape_dim_strategy=[[32, 32], 0, MorehSoftmaxBackwardOpParallelizationStrategy.SMALL_H]]",tests/ttnn/nightly/unit_tests/operations/moreh/test_moreh_softmax.py:471,F075,"Explicit Moreh softmax backward strategy SMALL_H, BF16 [32,32].",ttnn/cpp/ttnn/operations/moreh/moreh_softmax_backward/device/softmax_backward_h_small/softmax_backward_h_small.cpp:66,One device; see the test for core-grid requirements.
